#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2020 01 04 23 00 999 99.0 99.0  1.35  9.09  6.88 167 9999.0 999.0   8.9 999.0 99.0 99.00
2020 01 04 23 30 999 99.0 99.0  1.29  9.09  6.89 168 9999.0 999.0   8.9 999.0 99.0 99.00
2020 01 05 00 00 999 99.0 99.0  1.56  9.09  7.32 165 9999.0 999.0   8.8 999.0 99.0 99.00
2020 01 05 00 30 999 99.0 99.0  1.46  9.09  7.06 167 9999.0 999.0   8.8 999.0 99.0 99.00
2020 01 05 01 00 999 99.0 99.0  1.45  9.09  7.07 160 9999.0 999.0   8.8 999.0 99.0 99.00
2020 01 05 01 30 999 99.0 99.0  1.50  8.33  7.08 167 9999.0 999.0   8.8 999.0 99.0 99.00
2020 01 05 02 00 999 99.0 99.0  1.44  8.33  7.07 169 9999.0 999.0   8.8 999.0 99.0 99.00
2020 01 05 02 30 999 99.0 99.0  1.39  8.33  6.64 174 9999.0 999.0   8.8 999.0 99.0 99.00
2020 01 05 03 00 999 99.0 99.0  1.34  9.09  6.26 164 9999.0 999.0   8.9 999.0 99.0 99.00
2020 01 05 03 30 999 99.0 99.0  1.32  7.69  5.56 179 9999.0 999.0   8.9 999.0 99.0 99.00
2020 01 05 04 00 999 99.0 99.0  1.33  9.09  5.09 165 9999.0 999.0   9.0 999.0 99.0 99.00
2020 01 05 04 30 999 99.0 99.0  1.47  7.69  4.93 179 9999.0 999.0   9.1 999.0 99.0 99.00
2020 01 05 05 00 999 99.0 99.0  1.59  9.09  4.80 168 9999.0 999.0   9.1 999.0 99.0 99.00
2020 01 05 05 30 999 99.0 99.0  1.61  4.55  4.68 335 9999.0 999.0   9.1 999.0 99.0 99.00
2020 01 05 06 00 999 99.0 99.0  1.77  4.76  4.61 342 9999.0 999.0   9.2 999.0 99.0 99.00
2020 01 05 06 30 999 99.0 99.0  1.79  4.76  4.61 344 9999.0 999.0   9.2 999.0 99.0 99.00
2020 01 05 07 00 999 99.0 99.0  1.87  5.00  4.58 351 9999.0 999.0   9.3 999.0 99.0 99.00
2020 01 05 07 30 999 99.0 99.0  1.86  5.00  4.54 344 9999.0 999.0   9.3 999.0 99.0 99.00
2020 01 05 08 00 999 99.0 99.0  1.91  4.76  4.44 335 9999.0 999.0   9.3 999.0 99.0 99.00
2020 01 05 08 30 999 99.0 99.0  1.95  5.56  4.51 359 9999.0 999.0   9.4 999.0 99.0 99.00
2020 01 05 09 00 999 99.0 99.0  1.93  5.56  4.51 358 9999.0 999.0   9.4 999.0 99.0 99.00
2020 01 05 09 30 999 99.0 99.0  2.05  5.56  4.69 354 9999.0 999.0   9.4 999.0 99.0 99.00
2020 01 05 10 00 999 99.0 99.0  2.08  5.56  4.70 355 9999.0 999.0   9.4 999.0 99.0 99.00
2020 01 05 10 30 999 99.0 99.0  1.96  5.88  4.56 356 9999.0 999.0   9.4 999.0 99.0 99.00
2020 01 05 11 00 999 99.0 99.0  2.15  5.56  4.63 352 9999.0 999.0   9.4 999.0 99.0 99.00
2020 01 05 11 30 999 99.0 99.0  2.18  5.88  4.79 358 9999.0 999.0   9.4 999.0 99.0 99.00
2020 01 05 12 00 999 99.0 99.0  2.12  5.88  4.78 359 9999.0 999.0   9.4 999.0 99.0 99.00
2020 01 05 12 30 999 99.0 99.0  1.98  5.26  4.61 348 9999.0 999.0   9.4 999.0 99.0 99.00
2020 01 05 13 00 999 99.0 99.0  2.08  5.88  4.71   1 9999.0 999.0   9.4 999.0 99.0 99.00
2020 01 05 13 30 999 99.0 99.0  1.95  5.88  4.72   1 9999.0 999.0   9.4 999.0 99.0 99.00
2020 01 05 14 00 999 99.0 99.0  1.92  5.88  4.74 359 9999.0 999.0   9.4 999.0 99.0 99.00
