#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2019 01 01 00 00 999 99.0 99.0  1.67  5.26  4.86 138 9999.0 999.0   8.7 999.0 99.0 99.00
2019 01 01 00 30 999 99.0 99.0  1.66  5.26  4.80 129 9999.0 999.0   8.7 999.0 99.0 99.00
2019 01 01 01 00 999 99.0 99.0  1.85  5.88  4.98 130 9999.0 999.0   8.8 999.0 99.0 99.00
2019 01 01 01 30 999 99.0 99.0  1.94  5.56  5.02 127 9999.0 999.0   8.8 999.0 99.0 99.00
2019 01 01 02 00 999 99.0 99.0  1.98  6.25  4.98 134 9999.0 999.0   8.8 999.0 99.0 99.00
2019 01 01 02 30 999 99.0 99.0  1.96  5.88  4.95 126 9999.0 999.0   8.8 999.0 99.0 99.00
2019 01 01 03 00 999 99.0 99.0  1.99  5.88  5.02 133 9999.0 999.0   8.8 999.0 99.0 99.00
2019 01 01 03 30 999 99.0 99.0  2.02  5.88  5.15 133 9999.0 999.0   8.8 999.0 99.0 99.00
2019 01 01 04 00 999 99.0 99.0  2.02  6.25  5.31 129 9999.0 999.0   8.9 999.0 99.0 99.00
2019 01 01 04 30 999 99.0 99.0  1.90  6.25  5.08 126 9999.0 999.0   8.9 999.0 99.0 99.00
2019 01 01 05 00 999 99.0 99.0  1.87  6.25  4.97 136 9999.0 999.0   8.9 999.0 99.0 99.00
2019 01 01 05 30 999 99.0 99.0  1.75  5.88  4.81 127 9999.0 999.0   8.9 999.0 99.0 99.00
2019 01 01 06 00 999 99.0 99.0  2.04  6.67  5.09 137 9999.0 999.0   8.9 999.0 99.0 99.00
2019 01 01 06 30 999 99.0 99.0  1.90  6.25  4.90 127 9999.0 999.0   9.0 999.0 99.0 99.00
2019 01 01 07 00 999 99.0 99.0  1.91  6.67  4.97 129 9999.0 999.0   9.0 999.0 99.0 99.00
2019 01 01 07 30 999 99.0 99.0  2.01  6.67  5.02 126 9999.0 999.0   9.0 999.0 99.0 99.00
2019 01 01 08 00 999 99.0 99.0  2.09  6.67  5.00 126 9999.0 999.0   9.0 999.0 99.0 99.00
2019 01 01 08 30 999 99.0 99.0  2.11  6.25  5.09 137 9999.0 999.0   9.0 999.0 99.0 99.00
2019 01 01 09 00 999 99.0 99.0  2.28  6.67  5.21 129 9999.0 999.0   9.0 999.0 99.0 99.00
2019 01 01 09 30 999 99.0 99.0  2.19  5.88  5.14 168 9999.0 999.0   9.0 999.0 99.0 99.00
2019 01 01 10 00 999 99.0 99.0  2.37  5.88  5.34 189 9999.0 999.0   9.0 999.0 99.0 99.00
2019 01 01 10 30 999 99.0 99.0  2.31  5.88  5.35 191 9999.0 999.0   9.0 999.0 99.0 99.00
2019 01 01 11 00 999 99.0 99.0  2.19  6.67  5.50 154 9999.0 999.0   8.9 999.0 99.0 99.00
2019 01 01 11 30 999 99.0 99.0  2.28  7.69  5.60 151 9999.0 999.0   8.9 999.0 99.0 99.00
